id,date,deck_id_1,deck_id_2,deck_id_3,deck_id_4,deck_id_5,deck_id_6,winning_deck_id,number_of_turns,first_player_out_turn,win_type_id,description
1,2024-01-13,1,2,3,4,,,2,15,12,1,3-4 board wipes; Biotransference
